WKT,Name,Beschreibung
"POINT (11.1915768 50.5330915)",Geiersthal-Lichte,
"POINT (11.3038563 50.7431148)",Geitersdorf,
"POINT (11.0041335 50.52022299999999)",Goldisthal,
"POINT (11.4771935 50.63322099999999)",Goßwitz,
"POINT (11.3051797 50.52652659999999)",Gräfenthal,
"POINT (11.3025561 50.5313676)",Gräfenthal-Großneundorf,
"POINT (11.421525 50.536469)",Großgeschwenda,
"POINT (11.4528644 50.644085)",Großkamsdorf,
"POINT (11.356678 50.7746827)",Großkochberg,
"POINT (11.2993907 50.53481189999999)",Großneundorf,
"POINT (11.4608186 50.7698145)",Heilingen,
"POINT (11.5359964 50.7119255)",Herschdorf,
"POINT (11.3429124 50.7220859)",Rudolstadt Hofkirche
,
"POINT (11.2889238 50.589864)",Hoheneiche,
"POINT (11.0537431 50.5518707)",Katzhütte,
"POINT (11.4304572 50.6212788)",Kaulsdorf,
"POINT (11.2486331 50.71314460000001)",Keilhau,
"POINT (11.3948095 50.7305498)",Kirchhasel,
"POINT (11.4410258 50.6449412)",Kleinkamsdorf,
"POINT (11.366302 50.6024513)",Knobelsdorf,
"POINT (11.4179478 50.7224237)",Kolkwitz,
"POINT (11.0944684 50.6619621)",Königsee,
"POINT (11.4889144 50.650432)",Könitz,
"POINT (11.512733 50.549532)",Landsendorf,
"POINT (11.4007724 50.7017658)",Langenschade,
"POINT (11.4492402 50.47590350000001)",Lehesten,
"POINT (11.4557516 50.5667998)",Leutenberg,
"POINT (11.1918658 50.524887)",Lichte,
"POINT (11.1272962 50.5917047)",Lichtenhain,
"POINT (11.4522752 50.5154648)",Lichtentanne,
"POINT (11.3412954 50.5885198)",Lositz,
"POINT (11.3371937 50.5550402)",Marktgölitz,
"POINT (11.1046446 50.59852370000001)",Mellenbach,
"POINT (11.2076043 50.5851174)",Meura,
"POINT (11.0973746 50.5738262)",Meuselbach,
"POINT (11.1389947 50.6942603)",Milbitz,
"POINT (11.3336548 50.7182972)",Rudolstadt Miliz,
"POINT (11.4146571 50.7674707)",Mötzelbach Rödelwitz,
"POINT (11.5228272 50.6100345)",Neidenberga,
"POINT (11.3818351 50.7761478)",Neusitz,
"POINT (11.5217264 50.75825709999999)",Niederkrossen,
"POINT (11.1184566 50.62878480000001)",Oberhain,
"POINT (11.3468444 50.5650456)",Oberloquitz,
"POINT (11.3825507 50.6277789)",Obernitz,
"POINT (11.1433584 50.5830514)",Oberweißbach,
"POINT (11.0307677 50.5463949)",Oelze,
"POINT (11.3271146 50.73685870000001)",Pflanzwirbach,
"POINT (11.3187459 50.74201290000001)",Pflanzwirbach Ammelstädt,
"POINT (11.4991468 50.6031377)",Preßwitz,
"POINT (11.3812089 50.5309463)",Probstzella,
"POINT (11.1989457 50.69303420000001)",Quittelsdorf,
"POINT (11.3758387 50.5666665)",Reichenbach,
"POINT (11.2594274 50.54804129999999)",Reichmannsdorf,
"POINT (11.5390879 50.5922127)",Reitzengeschwenda,
"POINT (11.2278121 50.7599363)",Remda,
"POINT (11.2665077 50.7664917)",Remda Heilberg,
"POINT (11.3818154 50.6201969)",Reschwitz,
"POINT (11.327725 50.71910619999999)",Rudolstadt,
"POINT (11.3179603 50.68858619999999)",Rudolstadt-Schwarza,
"POINT (11.3238189 50.70644)",Rudolstadt-Volkstedt,
"POINT (11.3598064 50.6482975)",Saalfeld,
"POINT (11.4019561 50.65553870000001)",Saalfeld-Gorndorf,
"POINT (11.3583731 50.6554182)",Saalfeld-Graba,
"POINT (11.361422 50.6514944)",Saalfeld-Schloßkirche,
"POINT (11.0579394 50.4909391)",Scheibe-Alsbach,
"POINT (11.2159496 50.5382981)",Schmiedefeld,
"POINT (11.1943747 50.64240849999999)",Schwarzburg,
"POINT (11.0763831 50.5804053)",Schwarzmühle,
"POINT (11.4064446 50.5659261)",Schweinbach,
"POINT (11.4772572 50.5860186)",St.Jakob,
"POINT (11.2151303 50.7477436)",Sundremda,
"POINT (11.3134829 50.7868806)",Teichel,
"POINT (11.3040433 50.7565139)",Teichröda,
"POINT (11.3489106 50.7499413)",Teichweiden,
"POINT (11.4666577 50.7423586)",Uhlstädt,
"POINT (11.4043761 50.5848282)",Unterloquiz,
"POINT (11.1105675 50.6522973)",Unterschöbling,
"POINT (11.1659521 50.6143478)",Unterweißbach,
"POINT (11.425436 50.6605425)",Unterwellenborn,
"POINT (11.2917107 50.66604689999999)",Unterwirbach,
"POINT (11.1926391 50.5249117)",Wallendorf,
"POINT (11.3916177 50.6073496)",Weischwitz,
"POINT (11.3016258 50.628982)",Wittmannsgereuth,
"POINT (11.5046449 50.7548651)",Zeutsch,
"POINT (11.5415618 50.5472869)",Altengesees,
"POINT (11.74929 50.7292759)",Arnshaugk,
"POINT (11.6390303 50.4482575)",Bad Lobenstein,
"POINT (11.6407651 50.6542183)",Bahren,
"POINT (11.7147659 50.4026604)",Blankenberg,
"POINT (11.805578 50.4476957)",Blintendorf,
"POINT (11.6241246 50.68738380000001)",Bodelwitz,
"POINT (11.735925 50.741108)",Börthen,
"POINT (11.9133139 50.7341301)",Braunsdorf,
"POINT (11.7042442 50.6344089)",Bucha,
"POINT (11.7186911 50.5561811)",Burgk,
"POINT (11.5128241 50.5329849)",Burglemnitz,
"POINT (11.7465106 50.71890349999999)",Burgwitz,
"POINT (11.8805737 50.65208819999999)",Burkersdorf,
"POINT (11.8548391 50.6637846)",Chursdorf,
"POINT (11.7330334 50.59088509999999)",Crispendorf,
"POINT (11.6810898 50.6703816)",Daumitsch,
"POINT (11.81699 50.6434586)",Dittersdorf,
"POINT (11.5215143 50.6534435)",Dobian,
"POINT (11.6422336 50.6924852)",Döbritz,
"POINT (11.8345022 50.64614890000001)",Dragensdorf,
"POINT (11.7441549 50.66506749999999)",Dreba,
"POINT (11.7993297 50.7399348)",Dreitzsch,
"POINT (11.6670221 50.48519599999999)",Ebersdorf,
"POINT (11.6667994 50.48546590000001)",Ebersdorf-Hofgemeinde,
"POINT (11.6001769 50.4967985)",Eliasbrunn,
"POINT (11.6852822 50.5910283)",Eßbach,
"POINT (11.4989993 50.7149037)",Friedebach,
"POINT (11.6403499 50.49758509999999)",Friesau,
"POINT (11.7657803 50.4425295)",Frössen,
"POINT (11.5369988 50.5243518)",Gahma,
"POINT (11.8589376 50.43817379999999)",Gefell,
"POINT (11.6403228 50.6814747)",Gertewitz,
"POINT (11.8670153 50.6269612)",Göschitz,
"POINT (11.5876688 50.6210441)",Gössitz,
"POINT (11.5299694 50.6591979)",Gräfendorf,
"POINT (11.7515922 50.5294458)",Gräfenwarth,
"POINT (11.7296298 50.57049190000001)",Grochwitz,
"POINT (11.6845517 50.41914690000001)",Harra,
"POINT (11.5141171 50.48710070000001)",Heberndorf,
"POINT (11.5769991 50.4725828)",Heinersdorf,
"POINT (11.4909336 50.5568545)",Herschdorf,
"POINT (11.8214138 50.403536)",Hirschberg,
"POINT (11.6038263 50.69872869999999)",Jüdewein,
"POINT (11.660902 50.6372694)",Keila,
"POINT (11.8867309 50.6045994)",Kirschkau,
"POINT (11.7619947 50.68278179999999)",Kleina,
"POINT (11.5935663 50.7325001)",Kleindembach,
"POINT (11.7202144 50.65164410000001)",Knau,
"POINT (11.6737525 50.71887459999999)",Kolba,
"POINT (11.8242881 50.742024)",Kopitzsch,
"POINT (11.7396637 50.7182053)",Kospoda,
"POINT (11.8173045 50.69003230000001)",Köthnitz,
"POINT (11.5330069 50.67873660000001)",Krölpa,
"POINT (11.7516876 50.507192)",Kulm,
"POINT (11.6782028 50.6213954)",Külmla,
"POINT (11.6267314 50.7434563)",Langendembach,
"POINT (11.5748618 50.7407699)",Langenorla,
"POINT (11.6648531 50.6605594)",Laskau,
"POINT (11.6912576 50.7286659)",Lausnitz,
"POINT (11.8316564 50.7199912)",Lemnitz,
"POINT (11.6483956 50.56133349999999)",Liebengrün,
"POINT (11.6465016 50.5735278)",Liebschütz,
"POINT (11.7835186 50.6872009)",Linda,
"POINT (11.8523544 50.61180299999999)",Löhma,
"POINT (11.885255 50.587531)",Lössau,
"POINT (11.5573521 50.56785079999999)",Lothra,
"POINT (11.8639933 50.5288888)",Mielesdorf,
"POINT (11.9106593 50.7546356)",Mittelpöllnitz,
"POINT (11.7593619 50.7216531)",Moderwitz,
"POINT (11.7662057 50.7444023)",Molbitz,
"POINT (11.8197439 50.6765035)",Moßbach,
"POINT (11.7509001 50.5653477)",Möschlitz,
"POINT (11.631102 50.6411868)",Moxa,
"POINT (11.5870157 50.5766179)",Neuenbeuthen,
"POINT (11.7686987 50.600921)",Neundorf,
"POINT (11.7157767 50.7272237)",Neunhofen,
"POINT (11.7441756 50.7361674)",Neustadt-Orla,
"POINT (11.650937 50.7002075)",Nimritz,
"POINT (11.8323252 50.5608794)",Oberböhmsdorf,
"POINT (11.6053088 50.48539569999999)",Oberlemnitz,
"POINT (11.6798876 50.69465870000001)",Oberoppurg,
"POINT (11.8818628 50.74895239999999)",Oberpöllnitz,
"POINT (11.8189698 50.6009193)",Oettersdorf,
"POINT (11.5699162 50.68989999999999)",Öpitz,
"POINT (11.6526266 50.7094519)",Oppurg,
"POINT (11.789287 50.5659286)",Oschitz,
"POINT (11.5079771 50.4648392)",Oßla,
"POINT (11.8473505 50.7804064)",Ottmansdorf,
"POINT (11.7756094 50.6153684)",Pahnstangen,
"POINT (11.6302941 50.6206098)",Paska,
"POINT (11.642496 50.6592087)",Peuschen,
"POINT (11.7948211 50.7802729)",Pillingsdorf
,
"POINT (11.7724576 50.63905380000001)",Plothen,
"POINT (11.7154877 50.4960554)",Pöritzsch,
"POINT (11.8067448 50.6140496)",Pörmitz,
"POINT (11.6920524 50.6428482)",Posen,
"POINT (11.5954401 50.6936387)",Pößneck,
"POINT (11.7403785 50.4158875)",Pottiga,
"POINT (11.7020301 50.68264149999999)",Quaschwitz,
"POINT (11.7907332 50.519492)",Raila,
"POINT (11.5640027 50.6615263)",Ranis,
"POINT (11.6307218 50.7104361)",Rehmen,
"POINT (11.6593367 50.5291133)",Remptendorf,
"POINT (11.8519766 50.6306413)",Rödersdorf,
"POINT (11.6807096 50.5088829)",Röppisch,
"POINT (11.7891092 50.762618)",Rosendorf,
"POINT (11.5748268 50.5094187)",Ruppersdorf,
"POINT (11.7311334 50.5008861)",Saalburg,
"POINT (11.8238729 50.4883625)",Schilbach,
"POINT (11.8137775 50.5783892)",Schleiz,
"POINT (11.8137823 50.5750485)",Schleiz-Schloßgemeinde,
"POINT (11.5639216 50.6946065)",Schlettwein,
"POINT (11.7983006 50.7222516)",Schmieritz,
"POINT (11.5869377 50.6453206)",Schmorda,
"POINT (11.8597103 50.7687713)",Schönborn,
"POINT (11.6532551 50.4739263)",Schönbrunn,
"POINT (11.6945055 50.6182596)",Schöndorf,
"POINT (11.5332325 50.6510808)",Seisla,
"POINT (11.8107557 50.4732116)",Seubtendorf,
"POINT (11.6664757 50.6970469)",Solkwitz,
"POINT (11.7716122 50.4122426)",Sparnberg,
"POINT (11.7597361 50.69674999999999)",Steinbrücken,
"POINT (11.9434332 50.4876031)",Stelzen,
"POINT (11.8547873 50.4943378)",Tanna,
"POINT (11.6947475 50.6269424)",Tausa,
"POINT (11.8626143 50.6492762)",Tegau,
"POINT (11.5699255 50.5378947)",Thimmendorf,
"POINT (11.5256708 50.38586489999999)",Titschendorf,
"POINT (11.816779 50.7268961)",Traun,
"POINT (11.8623939 50.73544769999999)",Triptis,
"POINT (11.8145678 50.4254662)",Ullersreuth,
"POINT (11.9106395 50.5017843)",Unterkoskau,
"POINT (11.6224381 50.473029)",Unterlemnitz,
"POINT (11.7340233 50.6116184)",Volkmannsdorf,
"POINT (11.716635 50.70336690000001)",Weira,
"POINT (11.5968447 50.5595256)",Weisbach,
"POINT (11.600436 50.677099)",Wernburg,
"POINT (11.7748058 50.5049174)",Wernsdorf,
"POINT (11.5498445 50.62938309999999)",Wilhelmsdorf,
"POINT (11.8986584 50.47821679999999)",Willersdorf,
"POINT (11.8904585 50.7752932)",Wittchenstein,
"POINT (11.5363707 50.4650639)",Wurzbach,
"POINT (11.6504693 50.6151771)",Ziegenrück,
"POINT (11.8296182 50.5155839)",Zollgrün,
"POINT (11.6958136 50.4906646)",Zoppoten,
"POINT (11.8061419 50.7678819)",Zwackau,
"POINT (10.9773747 50.4107323)",Bachfeld,
"POINT (11.0767814 50.37615960000001)",Effelder,
"POINT (11.1781077 50.4896881)",Ernstthal,
"POINT (11.2196607 50.4422935)",Eschenthal,
"POINT (11.2161574 50.4543694)",Friedrichsthal,
"POINT (11.1598701 50.2780858)",Fürth am Berg,
"POINT (11.2073576 50.315159)",Gefell,
"POINT (11.1958017 50.4525786)",Haselbach,
"POINT (11.273621 50.36155660000001)",Heinersdorf,
"POINT (11.1527276 50.3091207)",Heubisch,
"POINT (11.1563084 50.4954011)",Igelshieb,
"POINT (11.21507 50.3902742)",Judenbach,
"POINT (11.1976995 50.3537273)",Köppelsdorf,
"POINT (11.1599951 50.47754029999999)",Lauscha,
"POINT (11.3114362 50.49868)",Lichtenhain,
"POINT (11.1819537 50.2736855)",Liebau,
"POINT (11.1153729 50.39682680000001)",Mengersgereuth-Hämmern,
"POINT (11.0603415 50.41336159999999)",Meschenbach,
"POINT (11.1664183 50.2878894)",Mogger,
"POINT (11.1510366 50.292806)",Mupperg,
"POINT (11.139957 50.5096833)",Neuhaus am Rennweg,
"POINT (11.2441207 50.3137533)",Neuhaus-Schierschnitz,
"POINT (11.1802401 50.34125479999999)",Oberlind,
"POINT (11.1707073 50.2985665)",Oerlsdorf,
"POINT (11.0543996 50.4195889)",Rauenstein,
"POINT (11.0049595 50.3937472)",Schalkau,
"POINT (11.1792581 50.3633258)",Sonneberg,
"POINT (11.2521377 50.4926125)",Spechtsbrunn,
"POINT (11.1576059 50.4302839)",Steinach,
"POINT (11.0835467 50.4645448)",Steinheid,
"POINT (10.544 50.70226)",Altersbach,
"POINT (10.4894385 50.72606629999999)",Asbach,
"POINT (10.4233142 50.71936489999999)",Aue,
"POINT (10.4131155 50.7870909)",Auwallenburg,
"POINT (10.2982829 50.8007865)",Barchfeld,
"POINT (10.598183 50.6760769)",Bermbach,
"POINT (10.4920473 50.6894)",Breitenbach,
"POINT (10.4460198 50.82573909999999)",Brotterode,
"POINT (10.4046307 50.7940991)",Elmenthal,
"POINT (10.3715454 50.7399976)",Fambach,
"POINT (10.4788294 50.75332170000001)",Floh,
"POINT (10.4489964 50.6919334)",Grumbach,
"POINT (10.4136885 50.7170958)",Haindorf,
"POINT (10.5088315 50.7434714)",Helmershof,
"POINT (10.5583852 50.6820557)",Herges-Hallenberg,
"POINT (10.4080594 50.78633919999999)",Herges-Vogtei,
"POINT (10.3454376 50.7561022)",Herrenbreitungen,
"POINT (10.4067334 50.7540025)",Heßles,
"POINT (10.467368 50.7753047)",Hohleborn,
"POINT (10.4746389 50.7958232)",Kleinschmalkalden,
"POINT (10.4101309 50.8041133)",Laudenbach,
"POINT (10.3989486 50.7184721)",Mittelschmalkalden,
"POINT (10.4826392 50.702246)",Mittelstille,
"POINT (10.469717 50.715393)",Näherstille,
"POINT (10.6112041 50.7157406)",Oberschönau,
"POINT (10.4656761 50.7534639)",Reichenbach,
"POINT (10.5544615 50.71197530000001)",Rotterode,
"POINT (10.4507934 50.7216736)",Schmalkalden,
"POINT (10.5004112 50.7552834)",Schnellbach,
"POINT (10.472992 50.7627797)",Seligenthal,
"POINT (10.5258788 50.6880487)",Springstille,
"POINT (10.5672502 50.6975284)",Steinbach-Hallenberg,
"POINT (10.5087 50.74672)",Struth,
"POINT (10.3990216 50.7800714)",Trusen,
"POINT (10.5955167 50.7152197)",Unterschönau,
"POINT (10.4205723 50.7076703)",Volkers,
"POINT (10.3835031 50.76677859999999)",Wahles,
"POINT (10.4634897 50.7357387)",Weidebrunn,
